illustration_id,subject,family,prompt,negative_prompt
lion__hero__in_the_fog,Lion,hero_scene,"bold flat vector illustration, a lion's head with full mane, in the fog, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__hero__at_dawn,Lion,hero_scene,"bold flat vector illustration, a lion's head with full mane, at dawn, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__insider,Lion,insider,"bold flat vector illustration, a clean technical diagram only a lion enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__mosaic,Lion,mosaic,"bold flat vector illustration, many small lion silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__mosaic__at_sunset,Lion,mosaic_scene,"bold flat vector illustration, a lion's head with full mane, at sunset, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__mosaic__in_a_storm,Lion,mosaic_scene,"bold flat vector illustration, a lion's head with full mane, in a storm, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__mosaic__on_a_mountain,Lion,mosaic_scene,"bold flat vector illustration, a lion's head with full mane, on a mountain, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__mosaic__by_the_coast,Lion,mosaic_scene,"bold flat vector illustration, a lion's head with full mane, by the coast, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__mosaic__in_the_fog,Lion,mosaic_scene,"bold flat vector illustration, a lion's head with full mane, in the fog, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__mosaic__at_dawn,Lion,mosaic_scene,"bold flat vector illustration, a lion's head with full mane, at dawn, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
lion__evolution,Lion,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a lion's head with full mane, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
wolf__hero,Wolf,hero,"bold flat vector illustration, a howling wolf against a moon, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
wolf__insider,Wolf,insider,"bold flat vector illustration, a clean technical diagram only a wolf enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
wolf__mosaic,Wolf,mosaic,"bold flat vector illustration, many small wolf silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
wolf__evolution,Wolf,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a howling wolf against a moon, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__hero,Gorilla,hero,"bold flat vector illustration, a silverback gorilla's head, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__hero__at_sunset,Gorilla,hero_scene,"bold flat vector illustration, a silverback gorilla's head, at sunset, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__hero__in_a_storm,Gorilla,hero_scene,"bold flat vector illustration, a silverback gorilla's head, in a storm, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__hero__on_a_mountain,Gorilla,hero_scene,"bold flat vector illustration, a silverback gorilla's head, on a mountain, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__hero__by_the_coast,Gorilla,hero_scene,"bold flat vector illustration, a silverback gorilla's head, by the coast, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__hero__in_the_fog,Gorilla,hero_scene,"bold flat vector illustration, a silverback gorilla's head, in the fog, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__hero__at_dawn,Gorilla,hero_scene,"bold flat vector illustration, a silverback gorilla's head, at dawn, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__insider,Gorilla,insider,"bold flat vector illustration, a clean technical diagram only a gorilla enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__mosaic,Gorilla,mosaic,"bold flat vector illustration, many small gorilla silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__mosaic__at_sunset,Gorilla,mosaic_scene,"bold flat vector illustration, a silverback gorilla's head, at sunset, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__mosaic__in_a_storm,Gorilla,mosaic_scene,"bold flat vector illustration, a silverback gorilla's head, in a storm, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__mosaic__on_a_mountain,Gorilla,mosaic_scene,"bold flat vector illustration, a silverback gorilla's head, on a mountain, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__mosaic__by_the_coast,Gorilla,mosaic_scene,"bold flat vector illustration, a silverback gorilla's head, by the coast, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__mosaic__in_the_fog,Gorilla,mosaic_scene,"bold flat vector illustration, a silverback gorilla's head, in the fog, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__mosaic__at_dawn,Gorilla,mosaic_scene,"bold flat vector illustration, a silverback gorilla's head, at dawn, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
gorilla__evolution,Gorilla,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a silverback gorilla's head, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
bear__hero,Bear,hero,"bold flat vector illustration, a grizzly bear's head roaring, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
bear__insider,Bear,insider,"bold flat vector illustration, a clean technical diagram only a bear enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
bear__mosaic,Bear,mosaic,"bold flat vector illustration, many small bear silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
bear__evolution,Bear,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a grizzly bear's head roaring, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
highland_cow__hero,Highland Cow,hero,"bold flat vector illustration, a highland cow's shaggy head, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
highland_cow__insider,Highland Cow,insider,"bold flat vector illustration, a clean technical diagram only a highland cow enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
highland_cow__mosaic,Highland Cow,mosaic,"bold flat vector illustration, many small highland cow silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
highland_cow__evolution,Highland Cow,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a highland cow's shaggy head, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
octopus__hero,Octopus,hero,"bold flat vector illustration, an octopus with curling tentacles, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
octopus__insider,Octopus,insider,"bold flat vector illustration, a clean technical diagram only a octopus enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
octopus__mosaic,Octopus,mosaic,"bold flat vector illustration, many small octopus silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
octopus__evolution,Octopus,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with an octopus with curling tentacles, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
shark__hero,Shark,hero,"bold flat vector illustration, a great white shark rising, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
shark__insider,Shark,insider,"bold flat vector illustration, a clean technical diagram only a shark enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
shark__mosaic,Shark,mosaic,"bold flat vector illustration, many small shark silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
shark__evolution,Shark,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a great white shark rising, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
owl__hero,Owl,hero,"bold flat vector illustration, an owl's face, large eyes, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
owl__insider,Owl,insider,"bold flat vector illustration, a clean technical diagram only a owl enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
owl__mosaic,Owl,mosaic,"bold flat vector illustration, many small owl silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
owl__evolution,Owl,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with an owl's face, large eyes, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
fox__hero,Fox,hero,"bold flat vector illustration, a fox's head in profile, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
fox__insider,Fox,insider,"bold flat vector illustration, a clean technical diagram only a fox enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
fox__mosaic,Fox,mosaic,"bold flat vector illustration, many small fox silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
fox__evolution,Fox,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a fox's head in profile, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
horse__hero,Horse,hero,"bold flat vector illustration, a galloping horse, mane flying, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
horse__insider,Horse,insider,"bold flat vector illustration, a clean technical diagram only a horse enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
horse__mosaic,Horse,mosaic,"bold flat vector illustration, many small horse silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
horse__evolution,Horse,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a galloping horse, mane flying, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
dog__hero,Dog,hero,"bold flat vector illustration, a dog's head, alert ears, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
dog__insider,Dog,insider,"bold flat vector illustration, a clean technical diagram only a dog enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
dog__mosaic,Dog,mosaic,"bold flat vector illustration, many small dog silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
dog__evolution,Dog,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a dog's head, alert ears, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
cat__hero,Cat,hero,"bold flat vector illustration, a cat's face, half-lidded eyes, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
cat__insider,Cat,insider,"bold flat vector illustration, a clean technical diagram only a cat enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
cat__mosaic,Cat,mosaic,"bold flat vector illustration, many small cat silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
cat__evolution,Cat,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a cat's face, half-lidded eyes, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
dragon__hero,Dragon,hero,"bold flat vector illustration, a coiled dragon breathing fire, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
dragon__insider,Dragon,insider,"bold flat vector illustration, a clean technical diagram only a dragon enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
dragon__mosaic,Dragon,mosaic,"bold flat vector illustration, many small dragon silhouettes massed to form a large skull, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
dragon__evolution,Dragon,evolution,"bold flat vector illustration, four-stage silhouette progression from child to adult ending with a coiled dragon breathing fire, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
skull__hero,Skull,hero,"bold flat vector illustration, a detailed human skull, three-quarter, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
skull__insider,Skull,insider,"bold flat vector illustration, a clean technical diagram only a skull enthusiast would recognise, thick confident linework, limited palette of four flat spot colours on black, high contrast, screen-print separation, strong silhouette readable at arm's length, centred composition, isolated on solid black, no text, no lettering, no watermark, no gradient mesh, t-shirt graphic","text, letters, words, watermark, signature, photorealistic, 3d render, soft gradients, drop shadow, busy background, clutter, low contrast"
